Supplier Type,Supplier Department,Supplier Role Title,Supplier Role Description,Benchmark Department,Benchmark Role Title,Benchmark Role Description,Benchmark Avg Rate,Confidence Score,Fully Loaded Rate,Rate Difference,Years of Experience,Estimated Hours,Currency,Total Rate,Threshold,Total Cost Difference
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.38107577,449,146.5,,1800,USD,808200,Low,263700.0
158866,content creation,director integrated production,"director integrated production oversee coordination execution multi-channel marketing campaigns. manage production process, including creative development, asset creation, distribution. collaborate internal team external partner ensure seamless integration marketing effort deliver cohesive effective campaigns.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.3810237,257,-80.5,,1800,USD,462600,Low,0.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.38052642,449,200.0,,1800,USD,808200,Low,360000.0
158866,design service,graphic designer,"graphic designer create visual design marketing materials. use design software develop layouts, typography, visual element align brand guideline marketing objectives. collaborate cross-functional team translate idea visually appealing impactful design resonate target audience.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.38031042,139,-6.5,,1800,USD,250200,Low,0.0
158866,technology solution,technology chief,"technology chief provide strategic direction leadership technology-related initiative within marketing company. oversee development implementation technology solutions, infrastructure management, digital transformation projects. collaborate stakeholder align technology strategy business goal drive innovation efficiency.",social medium service,director social medium communication,"set social medium communication strategy, oversees social medium campaigns, ensures effective brand messaging engagement social platforms.",272.0,0.3801748,423,151.0,,1800,USD,761400,Low,271800.0
158866,content creation,head content management,"head content management oversees overall management organization content asset within marketing company. develop content management strategies, establish workflow processes, ensure efficient storage, retrieval, distribution content. collaborate cross-functional team support content production enhance content effectiveness.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.380047,223,-16.5,,1800,USD,401400,Low,0.0
158866,marketing analytics,marketing data analyst,"marketing data analyst collect, analyze, interpret marketing data generate insight support decision-making. use statistical technique data visualization tool identify trends, measure campaign effectiveness, provide recommendation marketing strategies. work closely stakeholder understand data requirement contribute data-driven marketing initiatives.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.3793271,132,-26.0,,1800,USD,237600,Low,0.0
158866,business strategy,junior account planner,"junior account planner support development marketing strategy plans. conduct market research, analyze consumer insights, assist creating targeted marketing campaigns. collaborate account planner stakeholder align marketing effort business goal customer needs.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.37906185,137,-112.0,,1800,USD,246600,Low,0.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.37878823,297,177.0,,1800,USD,534600,Low,318600.0
158866,technology solution,lead technical developer,"lead technical developer oversee technical aspect marketing projects. provide guidance technology selection, infrastructure setup, integration. collaborate development teams, project managers, stakeholder ensure technical excellence successful project outcomes.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.37878668,202,56.5,,1800,USD,363600,Low,101700.0
158866,design service,lead designer,"lead designer lead design team oversee design process marketing materials. provide creative direction, ensure design quality, guide execution visual elements. collaborate stakeholder align design marketing goals, brand guidelines, user preferences. also mentor support team member foster professional growth development.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.37863237,176,36.0,,1800,USD,316800,Low,64800.0
158866,technology solution,technology chief,"technology chief provide strategic direction leadership technology-related initiative within marketing company. oversee development implementation technology solutions, infrastructure management, digital transformation projects. collaborate stakeholder align technology strategy business goal drive innovation efficiency.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.3785352,423,120.5,,1800,USD,761400,Low,216900.0
158866,technology solution,lead technical developer,"lead technical developer oversee technical aspect marketing projects. provide guidance technology selection, infrastructure setup, integration. collaborate development teams, project managers, stakeholder ensure technical excellence successful project outcomes.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.37847912,202,-37.5,,1800,USD,363600,Low,0.0
158866,project coordination,director project management,"director project management oversee planning, execution, delivery marketing projects. provide leadership, establish project management frameworks, ensure successful project outcomes. collaborate cross-functional teams, stakeholders, senior management align project strategic goal deliver high-quality results.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.37769797,242,96.5,,1800,USD,435600,Low,173700.0
158866,commerce strategy,senior head commerce,"senior head commerce lead manage team responsible company's commerce operations. provide strategic direction, oversee commerce strategies, ensure effective execution e-commerce initiatives. collaborate cross-functional team drive revenue growth, optimize user experience, achieve commerce objectives.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.37700173,434,276.0,,1800,USD,781200,Low,496800.0
158866,design service,senior art director,"senior art director lead art direction marketing campaigns. develop visual concepts, provide creative guidance, ensure quality effectiveness designs. collaborate cross-functional team execute creative strategy deliver visually compelling material resonate target audience.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.37690586,233,87.5,,1800,USD,419400,Low,157500.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.37656486,449,329.0,,1800,USD,808200,Low,592200.0
158866,pr service,senior account group supervisor,"senior account group supervisor oversee group account within marketing company. provide strategic guidance, foster client relationships, ensure successful execution account services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.37650853,376,136.5,,1800,USD,676800,Low,245700.0
158866,design service,graphic designer,"graphic designer create visual design marketing materials. use design software develop layouts, typography, visual element align brand guideline marketing objectives. collaborate cross-functional team translate idea visually appealing impactful design resonate target audience.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.37561768,139,-44.5,,1800,USD,250200,Low,0.0
158866,design service,lead designer,"lead designer lead design team oversee design process marketing materials. provide creative direction, ensure design quality, guide execution visual elements. collaborate stakeholder align design marketing goals, brand guidelines, user preferences. also mentor support team member foster professional growth development.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.3755824,176,-73.0,,1800,USD,316800,Low,0.0
158866,pr service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.3752587,140,-43.5,,1800,USD,252000,Low,0.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.37496486,90,-55.5,,1800,USD,162000,Low,0.0
158866,design service,graphic designer,"graphic designer create visual design marketing materials. use design software develop layouts, typography, visual element align brand guideline marketing objectives. collaborate cross-functional team translate idea visually appealing impactful design resonate target audience.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.37428945,139,22.0,,1800,USD,250200,Low,39600.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.37373602,510,324.5,,1800,USD,918000,Low,584100.0
158866,account service,client service director,"client service director oversees client service department ensures delivery exceptional service clients. collaborate client understand goals, develop strategic plans, lead execution projects. also manage client budgets, drive account growth, foster strong client relationships.",social medium service,associate director social medium communication,"assist developing social medium communication strategies, manages social medium content campaigns, support social medium team achieving objectives.",214.5,0.37345627,491,276.5,,1800,USD,883800,Low,497700.0
158866,pr service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.3733453,140,0.0,,1800,USD,252000,Low,0.0
158866,project coordination,director project management,"director project management oversee planning, execution, delivery marketing projects. provide leadership, establish project management frameworks, ensure successful project outcomes. collaborate cross-functional teams, stakeholders, senior management align project strategic goal deliver high-quality results.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.37290385,242,-60.5,,1800,USD,435600,Low,0.0
158866,pr service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.37236735,266,126.0,,1800,USD,478800,Low,226800.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.37224928,202,-80.0,,1800,USD,363600,Low,0.0
158866,talent management service,payment service manager,"payment service manager oversee management payment process system within marketing company. ensure smooth secure handling financial transactions, implement payment solutions, monitor payment-related metric performance. collaborate finance team external partner optimize payment service enhance customer experiences.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.37223756,179,-103.0,,1800,USD,322200,Low,0.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,digital medium director,"set digital medium strategy, oversees digital medium campaigns, drive online advertising engagement initiatives.",259.5,0.37192965,297,37.5,,1800,USD,534600,Low,67500.0
158866,content creation,head content management,"head content management oversees overall management organization content asset within marketing company. develop content management strategies, establish workflow processes, ensure efficient storage, retrieval, distribution content. collaborate cross-functional team support content production enhance content effectiveness.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.3714077,223,111.5,,1800,USD,401400,Low,200700.0
158866,content creation,head content management,"head content management oversees overall management organization content asset within marketing company. develop content management strategies, establish workflow processes, ensure efficient storage, retrieval, distribution content. collaborate cross-functional team support content production enhance content effectiveness.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.3706824,223,77.5,,1800,USD,401400,Low,139500.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.37037128,152,32.0,,1800,USD,273600,Low,57600.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.37030408,326,-79.0,,1800,USD,586800,Low,0.0
158866,design service,lead designer,"lead designer lead design team oversee design process marketing materials. provide creative direction, ensure design quality, guide execution visual elements. collaborate stakeholder align design marketing goals, brand guidelines, user preferences. also mentor support team member foster professional growth development.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.37021735,176,-9.5,,1800,USD,316800,Low,0.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.37009552,130,18.5,,1800,USD,234000,Low,33300.0
158866,marketing analytics,sr. associate,"senior associate contribute various marketing project initiatives. may assist research, data analysis, campaign planning, task assigned. work closely team member support project execution achieve project objectives.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.369702,169,-168.5,,1800,USD,304200,Low,0.0
158866,content creation,director integrated production,"director integrated production oversee coordination execution multi-channel marketing campaigns. manage production process, including creative development, asset creation, distribution. collaborate internal team external partner ensure seamless integration marketing effort deliver cohesive effective campaigns.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.36959472,257,73.5,,1800,USD,462600,Low,132300.0
158866,account service,client service director,"client service director oversees client service department ensures delivery exceptional service clients. collaborate client understand goals, develop strategic plans, lead execution projects. also manage client budgets, drive account growth, foster strong client relationships.",medium service,medium buying supervisor,"supervises medium buying processes, negotiates medium rate contracts, ensures cost-effective medium placements.",156.0,0.369388,491,335.0,,1800,USD,883800,Low,603000.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.36902687,449,265.5,,1800,USD,808200,Low,477900.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.36880308,510,326.5,,1800,USD,918000,Low,587700.0
158866,technology solution,head technology,"head technology oversees technology department within marketing company. provide leadership, set technology strategies, manage technology-related operation initiatives. collaborate cross-functional team support business objectives, drive digital transformation, ensure effective use technology resources.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.3679279,282,-20.5,,1800,USD,507600,Low,0.0
158866,customer experience,user experience planner,"user experience planner responsible strategizing planning user experience across digital platforms. conduct research, analyze user behavior, develop user journey map information architecture. collaborate designers, developers, stakeholder align ux strategy business objective create engaging intuitive user experiences.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.36731222,172,-110.0,,1800,USD,309600,Low,0.0
158866,pr service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.3670403,266,82.5,,1800,USD,478800,Low,148500.0
158866,customer experience,innovation manager,"innovation manager drive innovation within marketing company. identify emerging trends, technologies, opportunity enhance marketing strategy initiatives. collaborate cross-functional team foster culture innovation, facilitate idea generation, implement innovative solution differentiate company drive business growth.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.3668922,205,-132.5,,1800,USD,369000,Low,0.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.36587024,449,285.0,,1800,USD,808200,Low,513000.0
158866,marketing analytics,marketing data analyst,"marketing data analyst collect, analyze, interpret marketing data generate insight support decision-making. use statistical technique data visualization tool identify trends, measure campaign effectiveness, provide recommendation marketing strategies. work closely stakeholder understand data requirement contribute data-driven marketing initiatives.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.36586645,132,-13.5,,1800,USD,237600,Low,0.0
158866,talent management service,payment service manager,"payment service manager oversee management payment process system within marketing company. ensure smooth secure handling financial transactions, implement payment solutions, monitor payment-related metric performance. collaborate finance team external partner optimize payment service enhance customer experiences.",medium service,medium buyer,"executes medium buys, manages medium vendor relationships, ensures accurate timely medium placements.",120.5,0.3653101,179,58.5,,1800,USD,322200,Low,105300.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.3650122,166,20.5,,1800,USD,298800,Low,36900.0
158866,content creation,director integrated production,"director integrated production oversee coordination execution multi-channel marketing campaigns. manage production process, including creative development, asset creation, distribution. collaborate internal team external partner ensure seamless integration marketing effort deliver cohesive effective campaigns.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.36469176,257,-148.0,,1800,USD,462600,Low,0.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.3641658,449,309.0,,1800,USD,808200,Low,556200.0
158866,account service,client service director,"client service director oversees client service department ensures delivery exceptional service clients. collaborate client understand goals, develop strategic plans, lead execution projects. also manage client budgets, drive account growth, foster strong client relationships.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.36391553,491,242.0,,1800,USD,883800,Low,435600.0
158866,pr service,senior account group supervisor,"senior account group supervisor oversee group account within marketing company. provide strategic guidance, foster client relationships, ensure successful execution account services. collaborate internal teams, manage resources, drive account growth profitability.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.36378777,376,192.5,,1800,USD,676800,Low,346500.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.36322722,297,-5.5,,1800,USD,534600,Low,0.0
158866,project coordination,director project management,"director project management oversee planning, execution, delivery marketing projects. provide leadership, establish project management frameworks, ensure successful project outcomes. collaborate cross-functional teams, stakeholders, senior management align project strategic goal deliver high-quality results.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.36314476,242,2.5,,1800,USD,435600,Low,4500.0
158866,content creation,content producer,"content producer oversee end-to-end production process content assets. manage timelines, budgets, resource ensure successful execution content projects. collaborate creative teams, writers, external vendor bring content idea life deliver compelling impactful content resonates target audience.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.36298516,166,-171.5,,1800,USD,298800,Low,0.0
158866,content creation,director integrated production,"director integrated production oversee coordination execution multi-channel marketing campaigns. manage production process, including creative development, asset creation, distribution. collaborate internal team external partner ensure seamless integration marketing effort deliver cohesive effective campaigns.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.3623709,257,99.0,,1800,USD,462600,Low,178200.0
158866,pr service,senior account group supervisor,"senior account group supervisor oversee group account within marketing company. provide strategic guidance, foster client relationships, ensure successful execution account services. collaborate internal teams, manage resources, drive account growth profitability.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.3617049,376,94.0,,1800,USD,676800,Low,169200.0
158866,content creation,head content management,"head content management oversees overall management organization content asset within marketing company. develop content management strategies, establish workflow processes, ensure efficient storage, retrieval, distribution content. collaborate cross-functional team support content production enhance content effectiveness.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.36156228,223,77.5,,1800,USD,401400,Low,139500.0
158866,content creation,content producer,"content producer oversee end-to-end production process content assets. manage timelines, budgets, resource ensure successful execution content projects. collaborate creative teams, writers, external vendor bring content idea life deliver compelling impactful content resonates target audience.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.3612508,166,-17.5,,1800,USD,298800,Low,0.0
158866,technology solution,senior qa analyst,"senior qa analyst lead quality assurance process marketing software, websites, applications. develop test plans, execute testing strategies, report quality functionality digital products. collaborate development team drive quality improvement ensure seamless user experiences.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.36074674,185,-152.5,,1800,USD,333000,Low,0.0
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.35901678,133,13.0,,1800,USD,239400,Low,23400.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.35896716,315,75.5,,1800,USD,567000,Low,135900.0
158866,pr service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.35886472,140,-5.5,,1800,USD,252000,Low,0.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.3587521,90,-30.0,,1800,USD,162000,Low,0.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.35867572,117,0.0,,1800,USD,210600,Low,0.0
158866,content creation,director integrated production,"director integrated production oversee coordination execution multi-channel marketing campaigns. manage production process, including creative development, asset creation, distribution. collaborate internal team external partner ensure seamless integration marketing effort deliver cohesive effective campaigns.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.35837054,257,8.0,,1800,USD,462600,Low,14400.0
158866,commerce strategy,e-commerce director,"e-commerce director lead e-commerce function within marketing company. develop implement e-commerce strategies, oversee online sale channels, drive revenue growth online platforms. collaborate cross-functional team optimize user experience, increase conversion rates, achieve e-commerce objectives.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.35768554,219,73.5,,1800,USD,394200,Low,132300.0
158866,customer experience,innovation manager,"innovation manager drive innovation within marketing company. identify emerging trends, technologies, opportunity enhance marketing strategy initiatives. collaborate cross-functional team foster culture innovation, facilitate idea generation, implement innovative solution differentiate company drive business growth.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.3574645,205,47.0,,1800,USD,369000,Low,84600.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.35680285,202,62.0,,1800,USD,363600,Low,111600.0
158866,marketing analytics,sr. associate,"senior associate contribute various marketing project initiatives. may assist research, data analysis, campaign planning, task assigned. work closely team member support project execution achieve project objectives.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.3564989,169,-16.5,,1800,USD,304200,Low,0.0
158866,commerce strategy,senior head commerce,"senior head commerce lead manage team responsible company's commerce operations. provide strategic direction, oversee commerce strategies, ensure effective execution e-commerce initiatives. collaborate cross-functional team drive revenue growth, optimize user experience, achieve commerce objectives.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.35643208,434,96.5,,1800,USD,781200,Low,173700.0
158866,project coordination,director project management,"director project management oversee planning, execution, delivery marketing projects. provide leadership, establish project management frameworks, ensure successful project outcomes. collaborate cross-functional teams, stakeholders, senior management align project strategic goal deliver high-quality results.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.35624152,242,96.5,,1800,USD,435600,Low,173700.0
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",medium service,medium research analyst,"conduct medium research, analyzes audience market data, generates report recommendation medium campaigns.",104.0,0.35607496,133,29.0,,1800,USD,239400,Low,52200.0
158866,account service,client service director,"client service director oversees client service department ensures delivery exceptional service clients. collaborate client understand goals, develop strategic plans, lead execution projects. also manage client budgets, drive account growth, foster strong client relationships.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.35427144,491,86.0,,1800,USD,883800,Low,154800.0
158866,technology solution,senior qa analyst,"senior qa analyst lead quality assurance process marketing software, websites, applications. develop test plans, execute testing strategies, report quality functionality digital products. collaborate development team drive quality improvement ensure seamless user experiences.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.35380873,185,-0.5,,1800,USD,333000,Low,0.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,medium buyer,"executes medium buys, manages medium vendor relationships, ensures accurate timely medium placements.",120.5,0.35359836,297,176.5,,1800,USD,534600,Low,317700.0
158866,content creation,head content management,"head content management oversees overall management organization content asset within marketing company. develop content management strategies, establish workflow processes, ensure efficient storage, retrieval, distribution content. collaborate cross-functional team support content production enhance content effectiveness.",medium service,digital medium director,"set digital medium strategy, oversees digital medium campaigns, drive online advertising engagement initiatives.",259.5,0.35325533,223,-36.5,,1800,USD,401400,Low,0.0
